,문장,활동,숙소,맛집,날씨,카페,인사,관광지추천,소개
1400,찐 제주도 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,바다가 흠 보이는 카페 있어?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
323,그 서귀포시 3시에 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2870,제주도에서 낚시하는 곳 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2453,제주항공 소개해줘이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2520,음 제주도에서 많이 나는 과일 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1655,서귀포시 동부 카페 있나?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2133,안녕하세요 정보를 얻고 싶습니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1405,아 찐 제주도 맛집 알려줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2517,제주도에서 많이 나는 과일 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1699,애월읍 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1705,어린이 메뉴가 준비된 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
622,중문 혼자 머무를 숙소 추천해주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,너 제주도 잘 아냐?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2313,저기 정보 좀 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2595,아 서귀포시의 읍과 면을 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1831,도넛이 다양한 카페 알려주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1274,어 오늘 영업하는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163,아 제주도 후기좋은 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,제주시 서부 카페 알려줄 수 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2047,카멜리아힐 근처에 흠 카페가 있나?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3355,서핑 할 수 있는 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2508,있잖아 말을 볼 수 있는 곳을 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
408,제주 당일예약가능한 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142,제주도 9시에 활동 추천해봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,아 제주도 야외활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,주차 가능한 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1005,어 해물짬뽕 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
641,서귀포 50만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,안뇽 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1343,국물 있는 메뉴 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
384,서귀포시 활동 중에 안힘든거 추천해봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,아늑한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2898,제주도 특산물 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1085,있잖아 맛있는 횟집은 어디야?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
531,제주공항근처 숙소 예약하고싶어.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,마들렌 파는 카페는 어디에 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1935,커피를 파는 카페 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3062,억새가 이쁜 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3263,현지인들이 많이 가는 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1932,커피를 파는 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1671,세련된 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1148,분위기 있는 맛집 말해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
786,중문 호텔 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,바다가 보이는 카페 알려줄 수 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3219,반응이 좋은 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3185,택시 승강장이 있는 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2661,아 제주도 인구수 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2725,제주도 2022년 국비 소개해주세요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
952,동부 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2618,제주도 출신 연예인 소개 부탁합니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3243,가 좋은 관광지 추천 부탁해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1574,디저트가 다양한 카페 추천해주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1955,디저트 어 파는 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2406,나 좀 도와줄래?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3007,음 제주시의 읍과 면 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2500,제주도 대중교통 여행 코스 검색해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1331,해장국 맛집 말해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1842,디저트 전문점 알려줄 수 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2343,야 챗봇아 제주도 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
754,제주 150만원대 숙소 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,하이루 제주도 정보 좀 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1378,있잖아 아기자기한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2694,삼무도의 의미 소개 부탁합니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2100,안녕 정보 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
286,서귀포시 2만원대 활동 말해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2868,제주도에서 낚시하는 곳 소개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1079,아 칼국수 맛있는 집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1511,2만원대 카페 알려줘요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2466,어 제주도의 면적 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,야 챗봇 제주도 6시에 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,하잉 제주도 관광 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
211,서귀포시 놀 것 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,말 있는 초원 지역을 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
274,서귀포시 만원대 활동 추천해봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,음 제주도 2만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,서귀포시 3만원대 활동 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,제주공항근처 숙박추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315,서귀포시 3시에 활동 알려줘봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2891,있잖아 제주도 방언 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020,뷰가 멋진 카페 근데 알려주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3217,별점이 높은 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2655,제주도 인구수 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
528,중문 감성숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,경치가 이쁜 관광지 추천 해주십시오,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
308,챗봇 서귀포시 3만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,1만원대 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1374,아기자기한 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1134,아 십만원 이하 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1203,아 예약 가능한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1318,아 어르신 입맛에 맞는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
833,서귀포 예쁜 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,안뇽 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1682,아기의자 구비된 카페 알려줘요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2945,제주도 섬 알려줘봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2004,저렴한 근데 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2542,우도에 들어가는 방법 소개 부탁합니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2211,반가워 제주도 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1166,야 아늑한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
629,중문 10만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,안녕하세요 저는 제주도 여행 가요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3031,맛집 근처 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2550,있잖아 우도에 들어가는 방법 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2140,하이 제주도 관광 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1861,베이커리 파는 카페 알려줄 수 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1222,어 요즘 뜨는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3164,버스정류장이 있는 관광지 추천 고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2452,제주항공 소개해주세요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2193,ㅎㅇ 제주도 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159,제주도 후기좋은 활동 뭐있어,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,제주시 관광지 추천 부탁한데이,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2456,어 제주항공 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3144,파도가 이쁜 관광지 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
371,서귀포시 후기좋은 활동 추천해봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,안녕하세요 정보 얻고 싶어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3255,반응이 좋은 관광지 추천 부탁드려요,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3155,가 이쁜 관광지 추천 고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1553,도넛 파는 카페가 있어?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
239,서귀포시 실외활동 알려줘봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,안주 맛있는 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1978,주변 흠 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
618,제주공항근처 비지니스 호텔 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,제주 원조 고기국수집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
295,챗봇 서귀포시 2만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,제주 숙박추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
279,어 서귀포시 만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3153,가 이쁜 관광지 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,제주도 실외활동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2698,삼무도의 의미 검색해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2901,제주도 특산물 읊어봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1656,서귀포시 동부 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
722,제주30만원대 숙소 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
969,보름왓 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2256,방가방가 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3041,캠핑 할 수 있는 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3209,후기가 좋은 관광지 추천 고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
950,동부 맛집 말해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1211,음 직원이 친절한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1428,안주 맛있는 맛집 말해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
426,제주 5성급 호텔추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,반응이 좋은 관광지 추천 해주십시오,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
175,제주도 활동 중에 안피곤한거,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,케이크 파는 카페 알려주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3303,숙소 근처 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
593,제주도 오션뷰 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
404,제주 특별한 날에 갈 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
491,서귀포 당일예약가능한 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,어 제주도 인구수 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
824,중문 애인과 갈 숙소 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
847,서귀포 저렴한 숙소 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,야 제주도 여행 정보를 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3167,버스정류장이 있는 관광지 추천해주세요,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1711,에스프레소 전문점 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2874,제주도에서 낚시하는 곳 말해봐라,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1788,차를 파는 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1370,아기자기한 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2420,야 나 좀 도와줄 수 있어?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2145,하이 제주도 정보 좀 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
409,제주 예약이 편리한 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,주차 근데 가능한 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2226,반가워 여행 정보를 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1841,드립커피을 파는 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
951,동부 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1304,음 이색 메뉴 있는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1209,직원이 친절한 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
974,월정리 해변 근처 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
474,제주도에서 잘 곳은 어디야?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
215,있잖아 서귀포시 놀 것 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3163,버스정류장이 있는 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
500,제주공항근처 가성비 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1583,마들렌 파는 카페 추천해주십쇼.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1634,빵을 파는 카페가 있어?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2036,서귀포시 서부 카페 근데 알려주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
538,서귀포여행 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3335,모텔 근처 관광지 추천 해줄래?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1130,십만원 이하 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2063,휠체어 아 가능한 카페 알려줘,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3242,가 좋은 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
496,제주공항근처 예약이 편리한 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
311,서귀포시 3시에 활동 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,음 제주도 6시에 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,서귀포시 재미있는거 말해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,어 제주시 쪽 시장 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1314,어르신 입맛에 맞는 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2435,제주행 비행기 예약했습니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2184,하이루 제주도 여행 정보를 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
647,서귀포 70만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
594,서귀포 오션뷰 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2862,제주도에서 스노쿨링할 곳 말해봐라,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
810,중문 특별한 날에 갈 숙소 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2701,아 삼무도의 의미 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2348,야 챗봇아 여행 정보를 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
278,음 서귀포시 만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,제주도 실외활동 말해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,어 제주도 출신 연예인 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1731,제주도 카페 어디가 알려줄 수 있니.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2379,ㅎㅇ 나 제주도로 놀러가,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2075,아기의자 구비된 카페 근데 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1877,빙수를 파는 카페 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
147,어 제주도 9시에 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,서귀포 150만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2479,야 삼다수의 수원지를 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1974,베이커리 음 카페 알려주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2390,챗봇아 나 제주도 여행 갈거야,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
570,서귀포여행 투숙할 곳이 어디야?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,안녕 챗봇아 여행 정보를 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,제주도 재미있는거 추천해봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,제주도 80만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,빵 파는 카페는 어디에 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
868,서부권 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
890,홀이 넓은 맛집은 어디야?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1320,양념고기 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2264,방가방가 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2623,음 제주도 출신 연예인 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
827,제주도 예쁜 숙소 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,제주행 비행기 예약했어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2583,음 제주시의 읍과 면을 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1662,서귀포시 서부 카페 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023,공간이 넓은 카페가 어 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,제주도 실외활동 뭐있어,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,디저트 카페 알려주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1416,야 연인이랑 가기 좋은 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2610,제주도에 사는 연예인 소개해주세요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1057,야 섭지코지 근처 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
597,제주도관광하기 좋은 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
860,후기가 좋은 제주도 숙소 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,어 제주도 놀 것 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,하이 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1984,제주도 카페 음 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
789,중문 호텔 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,ㅎㅇ 제주도 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2968,챗봇 제주도 기념품 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1243,아 이영자가 추천한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3070,제주시 관광지 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,챗봇 제주도 만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,그 제주도에서 일어난 사건 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2322,저기 챗봇아 정보 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2083,5만원대 어 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2380,하이 나 제주도 여행 가,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
234,서귀포시 실외활동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,제주도 놀 것 말해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3186,정류장이 있는 관광지 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3316,공항 근처 관광지 추천 고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1755,제주시 서부 카페 있나?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1476,서귀포 카페 추천해주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1048,음 제주시청 근처 맛집은 어디야?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1240,이영자가 추천한 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1418,해변가 보이는 맛집 말해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
938,서쪽 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
395,지금 예약 가능한 서귀포시 활동 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,후기가 좋은 서귀포 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3094,주차가 편리한 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2771,야 챗봇 제주도 가는 방법 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
310,서귀포시 3시에 활동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,비자림근처에 카페가 있나?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3215,후기가 좋은 관광지 추천 해주십시오,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1940,커피 전문점 알려줄 수 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2418,야 나 좀 도와줄래?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1779,주차장이 넓은 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2635,아 제주도지사 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1229,방송에 나온 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
759,제주도에서 잘 곳 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,포장 가능한 카페 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2994,어 제주도에 있는 대학교 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
